$PNORC,022026,085531,7,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*3B
$PNORC,022026,085531,8,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*34
$PNORC,022026,085531,9,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*35
$PNORC,022026,085531,10,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0C
$PNORC,022026,085531,11,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*0C
$PNORC,022026,085531,12,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*0F
$PNORC,022026,085531,13,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*0E
$PNORC,022026,085531,14,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*09
$PNORC,022026,085531,15,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*08
$PNORC,022026,085531,16,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0A
$PNORC,022026,085531,17,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0B
$PNORI,4,Signature500_104513,4,17,1.00,4.00,0*79
$PNORS,022026,085731,00000000,2ECC0002,17.1,1527.8,127.4,45.2,-86.0,0.000,22.36,0,0*00
$PNORC,022026,085731,1,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,5,4,5,4*3F
$PNORC,022026,085731,2,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,4,4,4,4*3D
$PNORC,022026,085731,3,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,4,5,4,4*3D
$PNORC,022026,085731,4,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,5,5,4,4*3B
$PNORC,022026,085731,5,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,4,5,0,0*3A
$PNORC,022026,085731,6,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,4,5,0,0*39
$PNORC,022026,085731,7,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*38
$PNORC,022026,085731,8,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*37
$PNORC,022026,085731,9,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*36
$PNORC,022026,085731,10,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0E
$PNORC,022026,085731,11,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0F
$PNORC,022026,085731,12,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0C
$PNORC,022026,085731,13,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0D
$PNORC,022026,085731,14,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*0B
$PNORC,022026,085731,15,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*0B
$PNORC,022026,085731,16,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*09
$PNORC,022026,085731,17,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*09
$PNORI,4,Signature500_104513,4,17,1.00,4.00,0*79
$PNORS,022026,085931,00000000,2ECC0002,17.1,1527.8,127.3,45.2,-86.0,0.000,22.36,0,0*09
$PNORC,022026,085931,1,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,4,5,4,4*31
$PNORC,022026,085931,2,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,4,5,5,4*33
$PNORC,022026,085931,3,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,5,5,4,4*32
$PNORC,022026,085931,4,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,5,5,5,4*35
$PNORC,022026,085931,5,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,4,4,0,0*34
$PNORC,022026,085931,6,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,4,4,0,0*36
$PNORC,022026,085931,7,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*37
$PNORC,022026,085931,8,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*39
$PNORC,022026,085931,9,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*39
$PNORC,022026,085931,10,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*01
$PNORC,022026,085931,11,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*01
$PNORC,022026,085931,12,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*02
$PNORC,022026,085931,13,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*02
$PNORC,022026,085931,14,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*04
$PNORC,022026,085931,15,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,38,39,0,0,0,0*04
$PNORC,022026,085931,16,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*06
$PNORC,022026,085931,17,-32.77,-32.77,-32.77,-32.77,46.34,225.0,C,38,38,39,39,0,0,0,0*07
